iO5pApw2JycC The Ivory Tower and Harry Potter Lana A. Whited
Aaug_RnI-xQC The Irresistible Rise of Harry Potter Andrew Blake
7HgwCgAAQBAJ Harry Potter and the Classical World Richard A. Spencer
-__ICQemqaEC Reading Harry Potter Giselle Liza Anatol
WV8pZj_oNBwC Harry Potter Power Julie-Anne Sykley
LiWrXUHgnL8C Females and Harry Potter Ruthann Mayes-Elma
1WgGDAAAQBAJ Heroism in the Harry Potter Series Katrin Berndt
wrOQLV6xB-wC Harry Potter and the Sorcerer's Stone J.K. Rowling
HO5-s0M_Yl8C Harry Potter, You're the Best! Sharon Moore
szF_pLGmJTQC Baptizing Harry Potter Luke Bell
yl4dILkcqm4C The Lord of the Rings J.R.R. Tolkien
I8mxughWAOEC The Lord of the Rings Ernest Mathijs
5XOL49zCAHEC Watching the Lord of the Rings Martin Barker
TvsF3vxvEswC From Hobbits to Hollywood Ernest Mathijs
vdivoRxVLBMC The Art of The Lord of the Rings Gary Russell
aWZzLPhY4o0C The Fellowship of the Ring J.R.R. Tolkien
hper1VsSlTkC The Rough Guide to the Lord of the Rings Angie Errigo
jNjKrXRP0G8C Picturing Tolkien Janice M. Bogstad
FKziXsnqLTEC The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King J. R. R. Tolkien
28kHBc0mk7UC Unsung Heroes of the Lord of the Rings Lynnette R. Porter
yl4dILkcqm4C The Lord of the Rings J.R.R. Tolkien
I8mxughWAOEC The Lord of the Rings Ernest Mathijs
5XOL49zCAHEC Watching the Lord of the Rings Martin Barker
TvsF3vxvEswC From Hobbits to Hollywood Ernest Mathijs
vdivoRxVLBMC The Art of The Lord of the Rings Gary Russell
aWZzLPhY4o0C The Fellowship of the Ring J.R.R. Tolkien
hper1VsSlTkC The Rough Guide to the Lord of the Rings Angie Errigo
jNjKrXRP0G8C Picturing Tolkien Janice M. Bogstad
FKziXsnqLTEC The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King J. R. R. Tolkien
28kHBc0mk7UC Unsung Heroes of the Lord of the Rings Lynnette R. Porter
yl4dILkcqm4C The Lord of the Rings J.R.R. Tolkien
I8mxughWAOEC The Lord of the Rings Ernest Mathijs
5XOL49zCAHEC Watching the Lord of the Rings Martin Barker
TvsF3vxvEswC From Hobbits to Hollywood Ernest Mathijs
vdivoRxVLBMC The Art of The Lord of the Rings Gary Russell
aWZzLPhY4o0C The Fellowship of the Ring J.R.R. Tolkien
hper1VsSlTkC The Rough Guide to the Lord of the Rings Angie Errigo
jNjKrXRP0G8C Picturing Tolkien Janice M. Bogstad
FKziXsnqLTEC The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King J. R. R. Tolkien
28kHBc0mk7UC Unsung Heroes of the Lord of the Rings Lynnette R. Porter
SLtzOwAACAAJ Harry Potter and the Chamber of Secrets J K Rowling
A61ECQAAQBAJ Harry Plotter and The Chamber of Serpents, A Potter Secret Parody MJ Ware
5iTebBW-w7QC Harry Potter and the Chamber of Secrets J.K. Rowling
nmXTy4FPfcwC Harry Potter and the Chamber of Secrets J. K. Rowling
fwRGlGnstXYC The Phenomenon "Harry Potter" - The Secret of Its Success Isabel Zosig
QVoGRrtIkwsC The Subversive Harry Potter Vandana Saxena
DXznAgAAQBAJ Phoenix Rising: Collected Papers on Harry Potter, 17-21 May 2007 Sharon K. Goetz
gf8nDwAAQBAJ Literary Allusion in Harry Potter Beatrice Groves
vrPQAwAAQBAJ Harry Potter and the Methods of Rationality LessWrong aka Eliezer Yudkowsky
EISTAgAAQBAJ Second-Generation Memory and Contemporary Children’s Literature Anastasia Ulanowicz
2UoPAAAAQBAJ The Making of Star Wars (Enhanced Edition) J. W. Rinzler
a17TUY5_or8C Star Wars®: Episode IV: A New Hope Ryder Windham
ECkE9Ilw4-oC Star Wars: Episode III: Revenge Of The Sith Matthew Stover
L8BHI9_tWEcC Star Wars: Shatterpoint Matthew Stover
QALsAAAAMAAJ Star Wars Laurent Bouzereau
bGmHDgAAQBAJ Star Wars: Original Trilogy George Lucas
ndXjNvLavjQC Star Wars: Labyrinth of Evil James Luceno
heJhCAAAQBAJ The Force Awakens (Star Wars) Alan Dean Foster
3GUDYoIhOHoC Star Wars: The New Jedi Order - Traitor Matthew Stover
zdTyPl2suaoC Star Wars, Episode Three, Revenge of the Sith Miles Lane
